web-scraper-order,web-scraper-start-url,comment,user,Experience time,score,location,Triptype
1640085363-118,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Boy Blus Bar att Night Baazar Chiangmai 1.st floor open 8 pm - 12pm tuesd-sat Nice live Music.Different bands all nights, some better then others but atmosphere is realy cosy and it is blues mixed with other popular songs Music, When you go inside Night Baazar at 8 pm you only look up to first floor and follow the sound, You cant miss it. -There is a small stairway leading up to the bar (small with tables and chairs where they serve you directly from the bar) dont forget to give the musicians an small tip in the small box infront of them) If you have a request of a special song/tune -just ask them, If they now it they will play it for you ! -But then not forget the tip in box",Lars S,"September 8, 2016",5,,Aug 2016 • Couples
1640085363-203,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"I was actually just looking for a place to sit and relax for a minute, but ended up staying all evening. Awesome place! Location is great, prices are fair and the service is good. Saw two acts performing, the last one was the owner Boy who really knows how to entertain! I think no one could help but smile whenever he did - which was pretty much all the time. So don't miss out on Boy Blues Bar if you're in Chiang Mai, you'll be guaranteed a really good time!",Lizette O,"July 21, 2015",5,,Jul 2015 • Friends
1640085363-276,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Boy Blues Bar is easy to miss if you don’t know what you’re looking for… it’s above one of the shops in the Kalare Market (one of the covered sections of the night market, north of the intersection with McDonalds and Starbucks). It’s very close to the boxing ring and the restaurant that has seating like a food court. Of course, once you get close just follow the sound of live blues to the staircase that leads up to the bar. Like many Thai bars, there is live music by local artists covering western songs. The opening act plays the same (good) set every night. That’s where this bar suddenly changes from the normal Thai mold. The owner (?) of the bar is a real character, and he starts to play at about 9 or so most nights. His talent (and that of his band) is that they play blues the way blues is meant to be played: from the heart, not from the songbook. He starts a song by playing enough of a riff for the drummer and bassist to come in, then off they go with whatever the feel like. All three are top-notch players, and they work together really well. You’ll know it’s them because the guitarist has the most amazing facial expressions (smiles, goofy grins, looks of surprise, etc) that are perfect punctuation to the music. And on Monday nights at about 9pm the jam session starts. Musicians from all around the world who are working and living in Chiang Mai gather and put on a great blues/rock session until midnight or so. There are a couple players who are absolutely fantastic, and several more who are good in their own right but do very well as part of the jam. Get your food at the aforementioned restaurant and bring it upstairs with you… it’s a great place to listen to live music, eat a late meal, and talk with expats for a while to get your western culture fix in the middle of your vacation.",seawolf42,"December 27, 2014",5,"Honolulu, HI",Dec 2014 • Friends
1640085363-301,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"This bar is a 'must visit' if you are in Chiang Mai and enjoy good music, and a great atmosphere. It has become our regular weekend nightspot, and well worth the effort of getting to the Night Bazaar area. Always a mixture of locals and visitors being entertained by Boy and the band. And quite often other visiting musicians will join them..!",paulbrunning945,"June 28, 2014",5,"Phuket Town, Thailand",Jun 2014 • Family
1640085363-88,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Was there for open mike night and was surprised at the good quality of Ex-pat talent! Good time with reasonably priced drinks.,CozJustCuz,"March 9, 2017",5,"Madison, WI",Jan-17
1640085363-253,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"As others has also mentioned, this isn't a strict ""blues only"" kinda place, but its nonetheless one of the greatest musical nights of my life. It's not that easy to find, but if you go to Kalare night bazaar and ask around, then you'll surely find it. In the last two nights me and my girlfriend has spent a total of 7.5 hours at the bar, just soaking up the music, and admiring the great musicians. Bottom line: If you are a fan of guitar-heavy, blues-oriented music, then this is the place to be!",Sig b,"March 27, 2015",5,"Kristiansand, Norway",Mar 2015 • Friends
1640085363-1,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Visited several time and saw a fantastic variety of bands, vibrant atmosphere with friendly staff. Open mike night on a Monday.",peter b,"May 8, 2020",5,"Milford Haven, UK",May-20
1640085363-16,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"It is upstairs in a Night Bazzar market, beers and great live music. really enjoyed the band between 11:00pm-12:00am, they said they only play on Thursdays and Fridays, and we went back for two nights, had so much fun !",Dealand,"July 17, 2019",4,"Guangzhou, China",Jul-19
1640085363-220,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"I went here thinking of, how does Thailand an blues mix? Was very pleasantly suprised! The band playing was really good and Nice locations. If you're in Chiang Mai and like blues you should og to this Place.",Sindre M,"June 19, 2015",5,,Jun 2015 • Couples
1640085363-340,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"I was walking through the shopping area and heard some good blues music. I wasn't entirely sure whether it was live or recorded... but I was pretty sure it sounded live. I eventually realised the music was from a bar upstairs and went up to check it out. I spent the rest of the night in there, I was pleasantly surprised to see how talented the band was, the play the blues extremely well. The lead guitarist is fantastic, but would be nothing without his drummer or bass guitarist. Worth the visit.",Steve F,"February 9, 2013",5,"Buenos Aires, Argentina",Feb 2013 • Couples
1640085363-305,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We lived in Chiangmai for the past year and went to hear Boy and his band quite often. We love the place and the music. Boy is so engaging with his band and with the crowd. It is a fun place to listen to really good music. Not a huge beer selection, but if your looking for good jazz, this is your place. You will want to go back, again and again.",Shmave,"June 10, 2014",5,"Budapest, Hungary",May 2014 • Friends
1640085363-353,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Owner and guitarist Boy has recently re-located to this covered open-air roof terrace bar in the heart of the Kalare Night Bazaar, off Changklan Road. Boy is the cousin of the famous ""Took"" who owns The Brasserie, and is renowned as one of South East Asia's best guitarists. It certainly runs in the family, as Boy makes his guitar sweetly sing six nights a week (closed on Sundays). Drinks are reasonably priced. No cover charge. Smoking is allowed (although I am not a smoker, to me a blues bar without smoke is like an orchestra without a cello) but the premises are open air so ventilated well. After a night shopping in the night bazaar, a perfect place to end up for a few drinks and a healthy dose of blues!",Paul_CNX,"March 18, 2012",5,"Chiang Mai, Thailand",Mar 2012 • Couples
1640085363-164,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Went there with a friend I just met. Boy and his band were very good, good blues, talented musicians, cool micro rooftop atmosphere, peeps got up and danced. Fun night out",Ritchieb007,"January 2, 2016",5,"Toronto, Canada",Jan 2016 • Friends
1640085363-112,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Myself and my friend are in Chiang Mai for three nights and we stumbled upon this place after hearing the music. We were the first people in the bar this evening but it soon started to fill up. All I can say is it was one of the most enjoyable nights of our lives, the music was absolutely fantastic. Such talented players and so charismatic, especially Boy who had me cracking up so many times because he just seemed to enjoy what he was doing so much. If you love good music in a relaxed atmosphere with reasonable drink prices you will love this place. We are going back again tonight because we enjoyed it so much.",Hayden T,"November 25, 2016",5,,Nov 2016 • Friends
1640085363-146,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Went here a few years ago and forgot that I had been here until going through my holiday photo's recently! This band is amazing and really worth checking out if you love live music! Had a great time at this bar and will definitely head back the next time I visit Chiang Mai!,Alicia L,"March 19, 2016",5,"Morphett Vale, Australia",Apr 2015 • Couples
1640085363-35,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,great unexpected music and bar above night market. don't be confused by the title of the venue. Whoever is getting the bands in here knows how to pick serious good emerging talent.,sachmogoat,"November 29, 2018",5,"Bethlehem, PA",Nov 2018 • Business
1640085363-120,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,I would go back to Chiang Mai just to be at the Boy Blues Bar. I am not even a blues lover but I had an amazing time. The musicians there play some fantastic music and its such a joy to watch and listen! Its a blues bar - you drink and enjoy the music. Eat and then go as you would not want to step out before midnight that is when they close.,Chandan S,"August 12, 2016",5,,Aug 2016 • Couples
1640085363-13,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Great atmosphere and completely packed. Reasonable priced drinks and lots of seating area. This bar is a hidden gem. 10/10 would reccommend.,Kaleb T,"October 29, 2019",5,"Brisbane, Australia",Oct 2019 • Couples
1640085363-313,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Awesome blues band. Lead guitarist and vocalist “Boy” (younger cousin of the legendary blues musician “Took”) has been referred to as an amazing reincarnation of Jimi Hendrix/Eric Clapton. Having seen Hendrix live in the late 60s, I can tell you that Boy's rendition of “Little Wing” and “All Along the Watch Tower” are comparable to the great Jimi and just as good or better than versions by Stevie Ray Vaughn, Jeff Beck and other Hendrix successors. Tucked up a stairway in the eaves of the Kalare Night Market section of the Chiang Mai Night Bazaar in an indoor/outdoor loft space, Boy Blues Bar is run by Boy and Claire, an English singer from Kent who is super nice and friendly. Claire sometimes joins the band with her unique voice and stage presence, which is a special treat. The first set is played by rotating bands, followed by fabulous blues from “Boy Blues Band.” Monday night is jam night, when local musicians add saxes, trumpets, and guest singers to the mix. Highly recommended. Great guitarist, fabulous feeling for the blues, my favorite place in all of S.E. Asia to chill out and listen to live music.",James747,"February 17, 2014",5,"Minneapolis, MN",Jan 2014 • Friends
1640085363-226,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"I am not exactly a fan of blues music but I recognized the level of skills required to be a blues musician. Boy Blues Bar has a very simple set up of benches, modest bar and small tables and chairs. The simplicity is more than compensated by the sophistication of their guitarist, bassist and drummer skillfully handling their music instruments to mesmerize the patrons. One of the best pub live bands I had ever seen. Recommended",HYJ10,"June 2, 2015",4,"Kuala Lumpur, Malaysia",May 2015 • Friends
1640085363-170,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We followed the music to this bar in the middle of the night market and were pleasantly surprised. Staff was prompt and attentive. The professional band who started the Monday night open mic night were really good (although I personally would have preferred less Pink Floyd and more traditional blues). The lead guitarist was awesome, with a clear, clean sound. We will go back again.",Jenni L,"November 27, 2015",4,"Seattle, WA",Nov 2015 • Couples
1640085363-99,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Located just at the middle of kalare night bazaar. you will just hear the music when you are walking by. I don't know what kind of music they are on but it's awesome and I love it!!,Poiiiii,"January 18, 2017",4,"Chiang Mai, Chiang Mai, Thailand",Jan 2017 • Friends
1640085363-75,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Up the stairs in the Chiang Mai Night Bazaar is a enjoyable venue for music lovers. It usually begins at 9:00 pm and goes until midnight. There is no admission fee and the drinks are reasonable. .Monday night is open mike night, I believe, so go and have fun. I suggest arriving a little early to get a good seat as they go fast. Boy Blue is the owner and a good guitarist.",JamHam,"August 23, 2017",4,"Olathe, KS",Jul 2017 • Friends
1640085363-70,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,When it's great here it really is great. When Boy is playing the night is always fantastic. Definitely worth visiting. Can be a bit hard to find. The bar is on top of the market. Listen for the music and look for the staircase.,MarkWaters1974,"November 11, 2017",4,"Cambridge, New Zealand",Dec 2016 • Family
1640085363-192,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We followed our ears up to the rooftop bar within the night market area. Good place to relax after so much walking!! Good music, friendly staff, reasonably priced drinks.",Jacknkaz,"August 16, 2015",5,"Geelong, Australia",Apr 2015 • Couples
1640085363-51,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Popped in fairly late at night for a beer or two and to hear the house band, which I'd heard was great. Was not disappointed. The crowd in was very small this evening, but the band was excellent. They had so much fun playing together, and related well to the audience, as well as being great musicians in the blues genre. Can highly recommend finding this place for some great music.",Chris W,"July 4, 2018",5,"Melbourne, Australia",Jul 2018 • Couples
1640085363-86,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"a sense of achievement upon finding it, pat yourself on the back when you do. It's in the Kalare ? indoor market -just wander around in circles for about 30 mins looking for a small yellow sign near a small flight of stairs and you'll find it. You don't hear the music until you're there. Once upstairs get a drink, sit down and enjoy the blues while watching the stall holders below pack up for the day. Nice little spot -if you can find it !",ambrose89,"April 6, 2017",4,"London, UK",Mar 2017 • Solo
1640085363-342,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"It seems an unusual place to find a decent blues bar, tucked up in the eaves of the night bazaar, but Boy Blues Bar is a great place to chill out with a few beers and listen to blues music. The bar is run by a very nice couple, Thai musician, Boy, and his wife from Kent, 6 days a week, Boy and his Blues Band play each evening from around 8pm to midnight. They also have occasional guest musicians and jam nights. At 100 BHT for a large bottle of Chang or Leo, beer is cheap and flows freely. If you are in Chiang Mai, I would highly reccomend this place for an evening out.",engel60,"January 9, 2013",5,"Windsor, UK",Jan 2013 • Couples
1640085363-27,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"I was there on a Tuesday night and saw Boy's band playing the blues, followed by a disco cover band playing hits like Dancing Queen and YMCA. It was great music and very joyful! A third of the crowd ended up on their feet and dancing by the end. There's was a family there with a young girl (maybe 8 years old?) and she received nothing but smiles from the performers and staff. This is a great, chill, and joyful place.",MplsGirl17,"February 5, 2019",5,"Harrisonburg, VA",Feb 2019 • Solo
1640085363-284,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We were contemplating another night of muay thai kickboxing when we heard what sounded like some pretty cool live music playing somewhere in the distance. A quick ""heads or temples"" toss of the coin decided that it was a live music night tonight for us! We can be terribly indecisive at times and often rely on the coin. Anyway, we followed our ears and a short walk later stumbled upon the raddest little rooftop venue, right near the night bazaar, where the reincarnated Jimmy Hendrix was shredding out blues licks in a way that made me think I had found the source of global warming. Needless to say, several beers were consumed, followed by several more. And then came the dancing..... Everyone in the place (who wasn't dancing) was head nodding and grooving away in there seats, utterly enthralled by Boy and his rocking blues band. Honestly, I don't think I've seen a tighter blues band than these guys in years, and boy can Boy play! I couldn't recommend this place more if you are into live music and even more so if you love blues music like us! The music was pumping, the service friendly (especially if you tip the waitresses!) and the atmosphere was electric (pardon the pun)! Go there, you won't regret it.",Arran M,"October 18, 2014",5,"Yeppoon, Australia",Oct 2014 • Friends
1640085363-315,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Like others, we came across this place by accident and what a great place it is. If you enjoy hearing really good live music from talented musicians then this is the place to go. It is quite difficult to find the entrance up to the venue but don't give up! Price of drinks is reasonable and a good night is guaranteed, so go along and support this great hidden gem.",Patrick N,"February 5, 2014",5,"Holsworthy, UK",Feb 2014 • Couples
1640085363-141,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"This place is amazing!! We stumbled across it by pure chance & were quite content to stay there for the night!!! Good drink, atmosphere & music!!",Lolachinchinlola,"April 21, 2016",5,,Apr 2016 • Couples
1640085363-347,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Boy is a lovely guy who plays a mean guitar. His band is on every night and play some fantastic blues. People are welcome to jam and the atmosphere is friendly. The chairs look liek they came from a kindergarten and are a bit uncomfortable, but the drink prices are reasonable and overall, it's a cool little place. Check it out.",Fantini F,"October 5, 2012",4,"New York City, NY",Jul 2012 • Friends
1640085363-255,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Arrive after 8pm and it gets super busy quickly, as that is when the bands start. Arrive after 9pm you may not get a seat. Not all blues, it is an ecletic mix of classic and soft rock, reggae and blues all thrown together. Really friendly vibe, comfy seats and reasonably priced drinks. No wifi and no toilet (you have to use the market) and some repetition of popular songs (Wonderful tonight was played by two different bands) are the only negatives for me. If, like me, you find Thai music a little cheesy and irritating, you will find this a breath of fresh air!",Lou S,"March 24, 2015",4,"Singapore, Singapore",Mar 2015 • Friends
1640085363-114,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Need to get there early as the bar packs up around 8pm, inside the Night Bazaar close to all the restaurants etc good place to have a few drinks and listen to the music",Anthony A,"October 16, 2016",4,"Perth, Australia",Aug-16
1640085363-271,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Its when the open mic session happens. Unbelievably good spontaneous music in a chilled atmosphere. Great place for some good blues, a few drinks and some chats !",toniolombardi,"January 12, 2015",5,"Island of Malta, Malta",null
1640085363-354,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,This oasis of calm above the bustle of the Chian Mai night market is well worth checking out during or after your shopping. It's free entry (cash bar -reasonable prices) and the music is fantastic. Boy's guitar playing was fabulous and the rest of the band were pretty cool too. Reminded me of a cross between Jimi Hendrix & Eric Clapton.,Rockeee,"March 11, 2012",5,Farnborough,Feb 2012 • Couples
1640085363-275,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Love this place! Boy is a treasure with his uncle stopping by once in awhile ""Took"" to rock out! Saturday night is my favorite time to go and watch the magic! Beer is cold and well priced. Water and coke for the non-drinkers is cheap! The place can get packed!",jamestY1408XQ,"December 29, 2014",5,"Chiang Mai, Thailand",Nov 2014 • Friends
1640085363-259,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Hands down the best blues spot in Chiang Mai. Seriously talented musicians here. The overall atmosphere is laid back and 'groovy'!,GoeZilla,"March 18, 2015",4,,Mar 2015 • Solo
1640085363-349,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Best live blues music in town. Don""t forget to bring a pick on monday, it""s a jam night.",Vincent Z,"May 29, 2012",5,"Phnom Penh, Cambodia",Feb 2012 • Friends
1640085363-172,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,good place to go in Chiang Mai lay back have a drink and just love it. was there and went most nights .the place gets going and the blues flow . great people and wonderful no real bar presser .,dieter677,"November 12, 2015",5,forster nsw australia,Oct 2015 • Couples
1640085363-185,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Visited this bar with friends for the second time in 4 years. The staff were again friendly and accommodating. Drinks were reasonably priced and staff were attentive to our needs. The music was loud enough to be heard but not too loud to prevent some conversation. The musicians were extremely good and the music chosen was eclectic, though little of it (at the time of visit) met the genre of 'blues' - unless 'Another Brick in The Wall' is classed as 'blues'? Having said that, and not meaning to be too picky, it was a great place to chill listening to accomplished musicians provide both Thai and English songs. The resident band led by 'Boy' was brilliant. Highly Recommended!",Allan J,"September 25, 2015",4,"Chiang Mai, Thailand",Sep 2015 • Friends
1640085363-161,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Went to the night bazaar with a local expat friend and he took us to Boy Blues Bar. Great little upstairs balcony bar with great music! Boy was really good on the guitar and entertaining. You could tell he was genuinely friendly and always smiling and interacting with everyone there. Beer is decently priced as well.,Michael J,"January 17, 2016",5,,Jan 2016 • Friends
1640085363-140,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"About two years ago we discovered Boy Blues Bar located in the Kalare Nightmarket crossways abobe Sila-Aat Restaurant. Actually, our back then 3 year old daughter discovered the place by hearing the live music. She wanted to visit the 'party', so we went up the stairs. We had a great time. Good bands, good music and if you are in luck, you will hear Boy play himself. Very good atmosphere and Boy is just so much fun watching him play. We ended up there 4 nights out of 5 we stayed in Chiang Mai and this year we went back. If you are in Chiang Mai you just pay Boy a visit and find out for yourself. This year he played the friday an saturday night round 21:30. Have fun!",Tim Hasenbosch,"April 21, 2016",4,"Hoofddorp, The Netherlands",Apr 2016 • Family
1640085363-308,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"I am not by any means a music fan, but this was a knockout. I swear I wandered back in my mind to the 60's and 70's. The musicians here are amazing. The crowd seemed to be made up of some serious muso's so I am sure this is A One quality. The amazing thing is its in the night market up a set of stairs and kinda hard to find. If this was a major city there would be a line outside waiting to get in. As I said, just go!",Mister8888,"April 14, 2014",5,"Werribee, Australia",Apr 2014 • Friends
1640085363-285,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Boy Blues band starts playing 9.45pm, 6 evenings a week (not Sundays). Drink prices very fair, 110baht for large leo. Music great, most seats a bit uncomfortable. Find it in night bazaar by entering Kalare Market at zebra crossing, up steps to mezzanine floor. 3 regular players, guitar, bass guitar, drums, gel brilliantly to produce great blues. Augmented often by other excellent musicians, notably keyboard on Fridays, a haunting bass? sax, a harmonica/singer, a powerful lady blues singer and an entertaining guy coming. Don't miss this place.",John C,"October 11, 2014",5,"Torquay, UK",Oct 2014 • Solo
1640085363-103,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We stumbled upon this bar when visiting the night market. The band playing various blues and rock songs were really great. The vocals were somewhat different, but still very good. The service was friendly and effecient. Get there early to get seating. A must visit.",Mike4462,"January 4, 2017",4,"Cape Town Central, South Africa",Jan 2017 • Couples
1640085363-91,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We were walking though the night market when we heard some really good music playing - intrigued we sought out the source and discovered the stairs up to Boy Blues Bar, I had read it had good reviews so we went up. It was pretty packed in the bar but luckily they made some room for us near the front! Rock, blues and all that sort of thing isn't really our cup of tea but you couldn't help but be impressed with the band playing, as they were really enjoying themselves and so were the crowd. The singer they had on was really good too and we really enjoyed ourselves. This is a great place to have a drink as the music is guaranteed to get your toe tapping. Boy is very charismatic too so you'll enjoy just watching him jam.",SmileyAJ,"February 27, 2017",4,"Amsterdam, The Netherlands",Feb 2017 • Couples
1640085363-272,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Great place for some genuine live Blues and Rock from the seventies and beyond. Mixed crowd from young till elderly. A special jam session every Monday, quite an experience ;-) Boy is the soul of the place and he knows how to engage the crowd, nice lad. Located near Night Bazaar on a roof top terrace it's an awfully cool and pleasant place. Reasonable priced drinks available. You better check it out ;-)",Erwin M,"January 6, 2015",5,Zurich,Dec 2014 • Couples
1640085363-44,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Great place on Monday night to view local talent. Inside the Night market. Great music venue in Chiang Mai,kennysc0tt13,"August 28, 2018",5,"Chiang Mai Province, Thailand",Aug 2018 • Friends
1640085363-321,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Great music, rooftop with a breeze, and yet covered from the rain! You can have all this and more at Boy Blues. :-) Great venue for live music in a lively part of town. Always a good choice.",Kyle,"December 3, 2013",5,"San Francisco, CA",Dec 2013 • Friends
1640085363-325,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Yesterday I had been to the best concert since 10 years, and I have been to many. After having been to the Boy Blues Bar last Saturday night already, I came here the second time now at about nine o'clock, heard a very good group playing until a quarter to ten, and then I was blown my mind. That's why I came there, and I will come there again and again. Great place and a fantastic band called Boy Blues Band. The bass guitarist is absolutely stunning, absolutely brilliant, and to see WHERE he is picking the strings..., oh my goodness. My fingertips would be bleeding. He's even playing chords and flageolets on his bass guitar and the quickest quavers I ever heard on bass guitar. The drummer is, this is the first impression only, unobtrusive but he is absolutely versatile and absolutely versed and, as the bass guitarist does, keeps the band grooving, and he's still so young. And Boy on electric guitar is - how to put into words what I saw and heard - exceptional. He is in a class of his own and one of the best guitar players I ever heard, and I heard many the last 50 years. He is absolutely authentic and a very likeable musician with tremendous charisma and endowed with a voice which was made to sing the blues. These three guys know very well how to create the vibes with their audience, and they love to create those vibes with their audience. The good news is: the audience does not mind at all. Do I have to say that Boy creates amazing sounds, he and his guitar and his small amp, no pedals, no electronical tricks...!!! He and his guitar and his amp create his sounds. There's no technical gimmicks, there's ""only"" Boy's artistry and virtuosity. Quite often I got the idea - the idea was slipping into my mind yesterday - that Peter Green who had been an outstanding musician would love Boy's music and the way the band is reinterpreting the standards and, moreover, the way the band is able to make a sparkling pearl even out of a simple song. These three guys are awesome. Groovy music. Great music. Really great music. Super-fine blues music. Boy Blues Bar is the spot where they never let you down when you want to listen to the blues and when you are longing to feel the blues, and if you bring the blues along with you in the evening, climbing up the staircase, you have to know that these three guys make you feel much better within a few minutes. They share your blues, and amazingly enough, you will no longer want to get rid of your blues. What's more: nice and very relaxed atmosphere, friendly staff, good beers and beverages, fair prices. What a lovely place! Who said blues is founded on cotton-fields... I got wise and I'd say blues is flourishing and blossoming and blooming and being in flower on rice-fields as well. Equally well or maybe even better. And isn't Lan Na ""the land of the thousand rice-fields""? In few words: Boy Blues Bar is absolutely a must for everybody who is coming to Chiang Mai. It is even one more good reason to come to Chiang Mai. No, it is a reason on its own to come here to CM and hear the Boy Blues Band play.",Jurgen H,"November 14, 2013",5,"Trier, Germany",Nov 2013 • Couples
1640085363-322,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,So much fun. Boy is super chill and loves interacting with the audience. He's got a great voice. Also the bar is located inside the night market so it is a perfect spot.,Sam J,"December 1, 2013",5,"New York City, NY",Nov 2013 • Couples
1640085363-199,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Checked out this place our first night in Chiang Mai & LOVED IT! Finding it-looking at the food court inside the Night Market, the stairwell is to the right & leads you up to the 2nd floor covered space. Venue itself is small & intimate (but open air) & all centered towards the stage. This isn't a place to talk with friends, it's a space to just sit back & enjoy the great music. Highly recommend this bar if you're visiting the city.",Sasha G,"July 29, 2015",5,"Los Angeles, CA",Jul 2015 • Friends
1640085363-174,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"A perfect place to escape the chaos and to chill, relax and enoy the music with some drinks. If the ladies will smile a bit more this is definitely a 5 star",mahlegrand,"November 9, 2015",4,"Soest, The Netherlands",Oct-15
