Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29
BHD,PSG,2,9/3/2023,12:00:00 PM,RPL2023Winter,Thailand,Ryoma,Eland'orr,Zata,Hayate,Maloch,17:03,Rouie,Celica,Aleister,Skud,Omen,Elsu,Aoi,Liliana,Yan,3,Kaine,Xeniel,Aya,TeeMee,R,Sharkz
BHD,PSG,2,9/3/2023,12:00:00 PM,RPL2023Winter,Thailand,Murad,WonderWoman,Iggy,Teeri,Kaine,13:11,Xeniel,Valhein,Illumia,Zuka,Florentino,Elsu,Aya,Tulen,Aoi,4,Kriknak,Keera,TeeMee,Mganga,R,Overone
eA,BAC,1,9/3/2023,3:00:00 PM,RPL2023Winter,Thailand,Skud,Eland'orr,Krixi,TheJoker,Rouie,12:58,Helen,Capheny,Raz,Kriknak,Riktor,Aoi,Kaine,Xeniel,Krizzix,1,Zata,Tulen,Elsu,Valhein,B,Ligky
eA,BAC,2,9/3/2023,3:00:00 PM,RPL2023Winter,Thailand,Xeniel,Aoi,Tulen,Elsu,Maloch,13:03,Y'bneth,Slimz,Iggy,Tachi,Skud,Aya,Rouie,Thane,Yan,2,Kaine,Florentino,Helen,Zata,R,Kimsensei
eA,BAC,2,9/3/2023,3:00:00 PM,RPL2023Winter,Thailand,Riktor,Kaine,Zata,Yorn,Zip,6:57,Thane,Valhein,Liliana,Taara,Yena,Aya,Elsu,Baldum,Xeniel,3,Yan,Tel'Annas,Helen,Mganga,R,AlmondP
eA,BAC,2,9/3/2023,3:00:00 PM,RPL2023Winter,Thailand,Zuka,Keera,Iggy,Violet,TeeMee,13:41,Kaine,Elsu,Lorion,Yan,Ryoma,Aya,Rouie,Xeniel,Zata,4,WonderWoman,Omen,Valhein,Helen,R,Moowan
VCF,TLN,2,9/3/2023,6:00:00 PM,RPL2023Winter,Thailand,Florentino,WonderWoman,Tulen,TheJoker,Rouie,19:01,Krizzix,Slimz,Zata,Kriknak,Murad,Aoi,Helen,Hayate,Ryoma,1,Lindis,Chaugnar,Aya,Elsu,B,IpodPro
VCF,TLN,2,9/3/2023,6:00:00 PM,RPL2023Winter,Thailand,Omen,Aoi,Zata,Lindis,Maloch,23:01,Thane,Elsu,Iggy,Tachi,Skud,Rouie,Aya,Florentino,Mina,2,Yue,Kahlii,Helen,Krizzix,R,Erez
VCF,TLN,1,9/3/2023,6:00:00 PM,RPL2023Winter,Thailand,Ryoma,Keera,Krixi,Violet,Krizzix,15:43,Helen,Valhein,Yue,Zill,Taara,Aoi,Omen,Riktor,Illumia,3,Celica,Kriknak,Aya,Elsu,B,QQ
VCF,TLN,2,9/3/2023,6:00:00 PM,RPL2023Winter,Thailand,Riktor,Kriknak,Iggy,Hayate,TeeMee,17:05,Kaine,Capheny,Liliana,Keera,Ryoma,Aya,Aoi,Florentino,Omen,4,Max,Skud,Elsu,Helen,R,Erez
eA,KOG,1,9/7/2023,4:00:00 PM,RPL2023Winter,Thailand,Skud,Yan,Liliana,Elsu,Rouie,18:31,Krizzix,Violet,Zata,Zuka,Florentino,Kaine,Aoi,TeeMee,Xeniel,1,WonderWoman,Eland'orr,Aya,Valhein,B,Ligky
eA,KOG,1,9/7/2023,4:00:00 PM,RPL2023Winter,Thailand,Taara,Eland'orr,Iggy,Valhein,Chaugnar,31:54,Thane,Teeri,Krixi,Kriknak,Skud,Aya,Elsu,Keera,Aoi,2,Y'bneth,Kaine,Omen,Florentino,R,Gabrielz
eA,KOG,2,9/7/2023,4:00:00 PM,RPL2023Winter,Thailand,Riktor,Keera,Aya,TheJoker,Arthur,13:54,Maloch,Hayate,Mganga,Aoi,Taara,Iggy,Omen,Helen,Arum,3,WonderWoman,Nakroth,Kaine,Florentino,B,Jakkapat
eA,KOG,2,9/7/2023,4:00:00 PM,RPL2023Winter,Thailand,Qi,Tachi,Lorion,Violet,Zip,15:18,Y'bneth,TheJoker,Rouie,Yan,Riktor,Valhein,Aya,Keera,Kaine,4,Zata,Aoi,Omen,Florentino,R,PuPu
eA,KOG,2,9/7/2023,4:00:00 PM,RPL2023Winter,Thailand,Ryoma,Zuka,Zata,Tel'Annas,Xeniel,12:52,Helen,Slimz,Yue,Keera,Yena,Elsu,Omen,Valhein,Capheny,5,Celica,Teeri,Florentino,Aoi,B,Mayongness
TFP,BRU,2,9/7/2023,7:00:00 PM,RPL2023Winter,Thailand,Ryoma,Kriknak,Zata,Valhein,Helen,16:58,Zip,Capheny,Rouie,WonderWoman,Skud,Omen,Aoi,Y'bneth,Baldum,1,Teeri,Krizzix,TeeMee,Taara,B,Littleboyz
TFP,BRU,2,9/7/2023,7:00:00 PM,RPL2023Winter,Thailand,Riktor,Nakroth,Kahlii,Laville,Xeniel,9:55,Kaine,Elsu,Yue,Keera,Ryoma,Omen,Aoi,Kriknak,Yan,2,Lindis,Slimz,Aya,Rouie,B,NuNu
TFP,BRU,2,9/7/2023,7:00:00 PM,RPL2023Winter,Thailand,Murad,Yan,Liliana,TheJoker,Y'bneth,22:08,Roxie,Violet,Iggy,Zill,Riktor,Omen,Aoi,TeeMee,Xeniel,3,Skud,Kaine,Elsu,Aya,B,NuNu
VCF,KOG,1,9/8/2023,4:00:00 PM,RPL2023Winter,Thailand,Yena,WonderWoman,Iggy,Elsu,Rouie,18:26,Helen,Hayate,Tulen,Kriknak,Riktor,Aoi,Omen,Krizzix,TeeMee,1,Liliana,Ryoma,Valhein,Aya,B,Myra
VCF,KOG,1,9/8/2023,4:00:00 PM,RPL2023Winter,Thailand,Florentino,Eland'orr,Aya,Hayate,Toro,21:37,Xeniel,Slimz,Krixi,Keera,Ryoma,Elsu,Rouie,Valhein,Capheny,2,Arthur,Taara,Omen,Aoi,R,SRY
VCF,KOG,2,9/8/2023,4:00:00 PM,RPL2023Winter,Thailand,Kaine,Aoi,Yue,Valhein,Helen,12:13,TeeMee,Tel'Annas,Veera,WonderWoman,Skud,Elsu,Aya,Zip,Y'bneth,3,Taara,Lorion,Krizzix,Keera,B,PuPu
VCF,KOG,1,9/8/2023,4:00:00 PM,RPL2023Winter,Thailand,Murad,Zill,Liliana,TheJoker,Maloch,19:42,Y'bneth,Teeri,Iggy,Yan,Taara,Aya,Elsu,Qi,Omen,4,TeeMee,Kriknak,Keera,Krizzix,R,Pichu
BAC,PSG,1,9/8/2023,7:00:00 PM,RPL2023Winter,Thailand,Florentino,Keera,Mganga,Tel'Annas,Thane,14:04,Helen,Valhein,Ignis,Skud,Ryoma,Zata,Maloch,Iggy,Eland'orr,1,Yan,Tachi,Rouie,Elsu,B,AlmondP
BAC,PSG,1,9/8/2023,7:00:00 PM,RPL2023Winter,Thailand,TeeMee,WonderWoman,Iggy,Slimz,Kaine,10:46,Zip,Elsu,Yue,Taara,Omen,Aya,Rouie,Xeniel,Eland'orr,2,Tachi,Yan,Kriknak,Valhein,R,AlmondP
BAC,PSG,2,9/8/2023,7:00:00 PM,RPL2023Winter,Thailand,Yena,Taara,Yue,Valhein,Maloch,22:47,Annette,Violet,Liliana,Yan,Riktor,Kaine,Mganga,TeeMee,Thane,3,Helen,Omen,Aya,Elsu,B,Namecs
BAC,PSG,1,9/8/2023,7:00:00 PM,RPL2023Winter,Thailand,Riktor,Yan,Krixi,TheJoker,Rouie,14:23,Xeniel,Capheny,Bonnie,Kriknak,Florentino,Aya,Hayate,Zata,Raz,4,Tulen,Liliana,Aoi,Elsu,R,MarkKy
TLN,BHD,2,9/9/2023,12:00:00 PM,RPL2023Winter,Thailand,Skud,Zuka,Rouie,Valhein,TeeMee,18:08,Xeniel,Teeri,Zata,Aoi,Florentino,Mganga,Kaine,Krizzix,Y'bneth,1,Thane,Eland'orr,Elsu,Aya,B,1S1K
TLN,BHD,2,9/9/2023,12:00:00 PM,RPL2023Winter,Thailand,Taara,Kriknak,Tulen,Wisp,Kaine,12:47,Thane,Violet,Iggy,Yan,Riktor,Elsu,Aya,Rouie,Zip,2,Helen,TheJoker,Mganga,Aoi,R,Fakeplayz
TLN,BHD,2,9/9/2023,12:00:00 PM,RPL2023Winter,Thailand,Omen,WonderWoman,Iggy,Slimz,Helen,13:57,Kaine,Elsu,Yue,Keera,Yena,Kriknak,Aya,Mina,Baldum,3,Violet,Capheny,Mganga,Aoi,R,Fakeplayz
BAC,TFP,1,9/9/2023,3:00:00 PM,RPL2023Winter,Thailand,Xeniel,Yan,Tulen,Elsu,Kaine,17:55,Taara,TheJoker,Iggy,Keera,Riktor,Zata,Maloch,Hayate,Helen,1,Ryoma,Omen,Aya,Rouie,B,Kimsensei
BAC,TFP,1,9/9/2023,3:00:00 PM,RPL2023Winter,Thailand,TeeMee,Tachi,Zata,Valhein,Thane,11:50,Baldum,Teeri,Bonnie,Zuka,Xeniel,Elsu,Kaine,Liliana,Ryoma,2,Keera,Omen,Aya,Iggy,R,TAOX
BAC,TFP,1,9/9/2023,3:00:00 PM,RPL2023Winter,Thailand,Ryoma,Y'bneth,Iggy,Teeri,Zill,16:31,Annette,Violet,Liliana,Aoi,Skud,Elsu,Florentino,Hayate,NoBan,3,Zuka,Eland'orr,Aya,Rouie,B,Kimsensei
PSG,eA,1,9/9/2023,6:00:00 PM,RPL2023Winter,Thailand,Riktor,WonderWoman,Lorion,Elsu,Rouie,15:52,Baldum,Slimz,Raz,Kriknak,Skud,Aoi,TeeMee,Krizzix,Zip,1,Florentino,Tulen,Aya,Valhein,B,Namecs
PSG,eA,1,9/9/2023,6:00:00 PM,RPL2023Winter,Thailand,Ryoma,Tulen,Mganga,Capheny,Helen,24:46,Aya,Hayate,Ignis,Tachi,Murad,Kaine,Florentino,Arthur,Toro,2,Qi,Omen,Aoi,Valhein,B,Namecs
PSG,eA,2,9/9/2023,6:00:00 PM,RPL2023Winter,Thailand,Yena,Yan,Krixi,Violet,Thane,25:24,Chaugnar,Elsu,Liliana,Eland'orr,Taara,Helen,Rouie,Iggy,Kaine,3,Zip,Xeniel,Aya,Valhein,B,TAOZ
PSG,eA,2,9/9/2023,6:00:00 PM,RPL2023Winter,Thailand,Omen,Zuka,Liliana,Celica,Zip,21:24,Cresht,Violet,Iggy,Yan,Riktor,Valhein,Rouie,Xeniel,Kaine,4,Keera,Eland'orr,Aoi,Aya,R,TAOZ
PSG,eA,1,9/9/2023,6:00:00 PM,RPL2023Winter,Thailand,Skud,Sinestrea,Iggy,TheJoker,Taara,10:11,Xeniel,Teeri,Zata,Keera,Maloch,Valhein,Rouie,Florentino,Omen,5,Kaine,Eland'orr,Aoi,Aya,R,JDai
KOG,TLN,1,9/10/2023,12:00:00 PM,RPL2023Winter,Thailand,Qi,Zuka,Iggy,Slimz,Helen,11:40,Baldum,Elsu,Liliana,Kriknak,Skud,Aoi,Kaine,Maloch,Y'bneth,1,Omen,Florentino,Aya,Rouie,B,PuPu
KOG,TLN,2,9/10/2023,12:00:00 PM,RPL2023Winter,Thailand,Yena,WonderWoman,Yue,Tel'Annas,Zip,13:42,Xeniel,Violet,Zata,Aoi,Riktor,Iggy,Rouie,Valhein,Florentino,2,TheJoker,Skud,Elsu,Aya,B,IpodPro
KOG,TLN,2,9/10/2023,12:00:00 PM,RPL2023Winter,Thailand,Kaine,Kriknak,Krixi,Valhein,TeeMee,21:09,Thane,Lindis,Iggy,Zill,Yena,Aya,Rouie,Omen,Max,3,Tulen,Zata,Elsu,Aoi,R,IpodPro
KOG,TLN,1,9/10/2023,12:00:00 PM,RPL2023Winter,Thailand,Riktor,Aoi,Liliana,Violet,Y'bneth,13:08,Maloch,Capheny,Yue,Keera,Florentino,Kaine,Valhein,Taara,WonderWoman,4,Ryoma,Murad,Aya,Rouie,B,Glasses
KOG,TLN,1,9/10/2023,12:00:00 PM,RPL2023Winter,Thailand,Florentino,Keera,Mganga,Yorn,Chaugnar,18:11,Helen,Teeri,Krixi,Yan,Ryoma,Kaine,Valhein,Omen,TeeMee,5,TheJoker,Elsu,Rouie,Aya,B,Mayongness
TFP,eA,1,9/10/2023,3:00:00 PM,RPL2023Winter,Thailand,Ryoma,Zuka,Tulen,TheJoker,Rouie,18:21,TeeMee,Hayate,Raz,Kriknak,Skud,Aoi,Zata,Violet,Zip,1,Omen,Florentino,Elsu,Valhein,B,Negan
TFP,eA,1,9/10/2023,3:00:00 PM,RPL2023Winter,Thailand,Yena,Yan,Iggy,Lindis,Y'bneth,21:33,Zip,Violet,Tulen,WonderWoman,Florentino,Kaine,Aya,Eland'orr,Aoi,2,Xeniel,Thane,Elsu,Valhein,B,Bandsjaaa
TFP,eA,2,9/10/2023,3:00:00 PM,RPL2023Winter,Thailand,Taara,Nakroth,Illumia,Capheny,Helen,11:36,Baldum,Elsu,Yue,Yan,Yena,Aya,Rouie,Xeniel,Y'bneth,3,Keera,Eland'orr,Aoi,Kaine,R,Getzila
TFP,eA,2,9/10/2023,3:00:00 PM,RPL2023Winter,Thailand,Riktor,LuBu,Zata,Hayate,Krizzix,14:37,Chaugnar,Capheny,Iggy,Zuka,Ryoma,Aya,Eland'orr,Omen,Zill,4,Keera,Elsu,Aoi,Kaine,R,Getzila
TFP,eA,2,9/10/2023,3:00:00 PM,RPL2023Winter,Thailand,Allain,Zill,Liliana,Teeri,Xeniel,13:05,Rouie,TheJoker,Mganga,Eland'orr,Omen,Kaine,Aya,Lorion,Krixi,5,Florentino,Mina,Aoi,Elsu,B,TAOZ
BRU,VCF,2,9/10/2023,6:00:00 PM,RPL2023Winter,Thailand,Kaine,Zuka,Liliana,Aya,Taara,13:58,Helen,Capheny,Mganga,Aoi,Max,Krizzix,Florentino,Valhein,Hayate,1,Yue,Iggy,Elsu,Rouie,B,QQ
BRU,VCF,1,9/10/2023,6:00:00 PM,RPL2023Winter,Thailand,Omen,Yan,Iggy,TheJoker,Xeniel,9:59,Krizzix,Violet,Krixi,Keera,Allain,Aya,Elsu,Florentino,Mina,2,Toro,Chaugnar,Helen,Aoi,R,NuNu
BRU,VCF,1,9/10/2023,6:00:00 PM,RPL2023Winter,Thailand,Skud,Keera,Rouie,Teeri,Zip,10:26,Xeniel,Celica,Tulen,Ryoma,Florentino,Elsu,Aya,TheJoker,Hayate,3,Eland'orr,TeeMee,Helen,Aoi,R,Getsrch
BRU,VCF,2,9/10/2023,6:00:00 PM,RPL2023Winter,Thailand,Ryoma,Zill,Mganga,Capheny,Helen,25:43,Y'bneth,Valhein,Yue,Murad,Riktor,Omen,Aya,WonderWoman,Kriknak,4,Lorion,Zata,Aoi,Elsu,B,QQ
BRU,VCF,2,9/10/2023,6:00:00 PM,RPL2023Winter,Thailand,Riktor,Kriknak,Krixi,Slimz,TeeMee,27:03,Chaugnar,TheJoker,Iggy,WonderWoman,Yena,Omen,Aya,Yan,Kaine,5,Valhein,Violet,Florentino,Elsu,B,QQ
VCF,eA,2,9/16/2023,12:00:00 PM,RPL2023Winter,Thailand,Roxie,Zill,Iggy,Valhein,Helen,24:55,Rouie,TheJoker,Ignis,Kriknak,Skud,Aoi,Omen,WonderWoman,Yue,1,Keera,Florentino,Krizzix,Elsu,B,Gabrielz
VCF,eA,2,9/16/2023,12:00:00 PM,RPL2023Winter,Thailand,Florentino,Yan,Krixi,Violet,Krizzix,12:10,Zip,Celica,Iggy,Zill,Yena,Elsu,Aya,Riktor,WonderWoman,2,Keera,Kriknak,Rouie,Aoi,R,TAOZ
VCF,eA,2,9/16/2023,12:00:00 PM,RPL2023Winter,Thailand,Riktor,Kriknak,Tulen,TheJoker,Kaine,23:42,TeeMee,Violet,Liliana,Taara,Ryoma,Elsu,Aya,Illumia,Yan,3,Eland'orr,Yue,Omen,Aoi,R,Gabrielz
TLN,PSG,1,9/16/2023,3:00:00 PM,RPL2023Winter,Thailand,Ryoma,Kriknak,Mganga,Aya,Taara,13:52,Helen,Valhein,Ignis,Tachi,Florentino,Aoi,Kaine,Yan,Keera,1,Eland'orr,Murad,Rouie,Elsu,B,Erez
TLN,PSG,1,9/16/2023,3:00:00 PM,RPL2023Winter,Thailand,Riktor,WonderWoman,Iggy,Lindis,Thane,16:51,Chaugnar,Elsu,Liliana,Taara,Ryoma,Aoi,Aya,Skud,Omen,2,Yan,Keera,Rouie,Valhein,B,IPogPro
TLN,PSG,2,9/16/2023,3:00:00 PM,RPL2023Winter,Thailand,Skud,Aoi,Raz,Wisp,Rouie,20:00,TeeMee,Violet,Zata,Kriknak,Qi,Aya,Kaine,Yan,Keera,3,Liliana,TheJoker,Valhein,Elsu,B,Sharkz
TLN,PSG,1,9/16/2023,3:00:00 PM,RPL2023Winter,Thailand,Florentino,Yan,Krixi,Violet,Toro,16:51,Y'bneth,TheJoker,Iggy,Keera,Yena,Aya,Rouie,Thane,Skud,4,Xeniel,Krizzix,Kaine,TeeMee,R,Erez
BRU,BAC,2,9/16/2023,6:00:00 PM,RPL2023Winter,Thailand,Skud,Keera,Rouie,Teeri,Helen,20:59,Y'bneth,Slimz,Zata,Yan,TeeMee,Mganga,Omen,Hayate,Celica,1,Liliana,Eland'orr,Elsu,Aya,B,Moowan
BRU,BAC,2,9/16/2023,6:00:00 PM,RPL2023Winter,Thailand,Omen,Zill,Yue,Violet,Kaine,16:15,Thane,TheJoker,Lorion,Aoi,Yena,Aya,Rouie,Liliana,Kahlii,2,Yan,TeeMee,Iggy,Elsu,B,TAOX
BRU,BAC,2,9/16/2023,6:00:00 PM,RPL2023Winter,Thailand,Ryoma,Aoi,Mganga,Elsu,Taara,15:26,Florentino,Capheny,Iggy,Keera,Skud,Omen,Kaine,Maloch,WonderWoman,3,Liliana,Krixi,Zata,Aya,B,Kimsensei
TFP,BHD,2,9/17/2023,12:00:00 PM,RPL2023Winter,Thailand,Ryoma,Nakroth,Ignis,Aya,Arthur,13:40,Chaugnar,Capheny,Iggy,Kriknak,Florentino,Mganga,Aoi,Omen,Yan,1,TheJoker,Murad,Taara,Elsu,B,Fakeplayz
TFP,BHD,2,9/17/2023,12:00:00 PM,RPL2023Winter,Thailand,Skud,Eland'orr,Lorion,Lindis,Y'bneth,27:26,Rouie,Valhein,Liliana,Sinestrea,Yena,Aya,Elsu,Omen,Riktor,2,Yue,Zata,Helen,Aoi,R,Fakeplayz
TFP,BHD,2,9/17/2023,12:00:00 PM,RPL2023Winter,Thailand,Allain,Yan,Bonnie,TheJoker,Lumburr,18:45,Y'bneth,Violet,Zata,Aoi,Qi,Aya,Kaine,Krizzix,TeeMee,3,Taara,Xeniel,Rouie,Elsu,B,1S1K
BRU,TLN,1,9/17/2023,3:00:00 PM,RPL2023Winter,Thailand,Florentino,Keera,Mganga,Valhein,Helen,28:02,Taara,Aya,Iggy,Murad,Ryoma,TeeMee,Yan,Kriknak,Eland'orr,1,Aoi,Capheny,Kaine,Rouie,B,NuNu
BRU,TLN,1,9/17/2023,3:00:00 PM,RPL2023Winter,Thailand,Riktor,WonderWoman,Yue,Elsu,Kaine,21:23,Krizzix,Capheny,Zata,Zill,Yena,Kriknak,Mganga,Omen,Max,2,Aoi,Mina,Rouie,Aya,B,NuNu
BRU,TLN,2,9/17/2023,3:00:00 PM,RPL2023Winter,Thailand,Yena,Yan,Iggy,Tel'Annas,Xeniel,11:50,Thane,Violet,Liliana,Eland'orr,Riktor,Kaine,Omen,TeeMee,Skud,3,TheJoker,Ryoma,Aya,Rouie,B,IpodPro
BRU,TLN,2,9/17/2023,3:00:00 PM,RPL2023Winter,Thailand,Ryoma,Kriknak,Krixi,Teeri,TeeMee,8:00,Rouie,Slimz,Mganga,Keera,Skud,Elsu,Helen,WonderWoman,Aoi,4,Qi,Zata,Omen,Aya,R,Difoxn
BRU,TLN,2,9/17/2023,3:00:00 PM,RPL2023Winter,Thailand,Skud,Aoi,Lorion,Violet,Zip,15:36,Kaine,Wisp,Yue,Zuka,Florentino,Elsu,Kriknak,TheJoker,WonderWoman,5,Murad,Krizzix,Rouie,Aya,R,IpodPro
BAC,VCF,2,9/17/2023,6:00:00 PM,RPL2023Winter,Thailand,Riktor,WonderWoman,Krixi,Capheny,Rouie,21:23,Xeniel,TheJoker,Zata,Kriknak,Florentino,Mganga,Krizzix,Tachi,Eland'orr,1,Hayate,Helen,Elsu,Aya,B,SRY
BAC,VCF,1,9/17/2023,6:00:00 PM,RPL2023Winter,Thailand,Qi,Taara,Mganga,Celica,Maloch,31:21,Arthur,Aya,Iggy,Eland'orr,Ryoma,Rouie,Elsu,Murad,Hayate,2,Kriknak,Omen,Helen,Florentino,R,AlmondP
BAC,VCF,1,9/17/2023,6:00:00 PM,RPL2023Winter,Thailand,TeeMee,Yan,Iggy,TheJoker,Murad,16:45,Chaugnar,Valhein,Lorion,Zephys,Yena,Rouie,Krizzix,Zill,Keera,3,Kriknak,Kaine,Florentino,Elsu,B,Kimsensei
BAC,VCF,1,9/17/2023,6:00:00 PM,RPL2023Winter,Thailand,Skud,Keera,Liliana,Valhein,Thane,14:07,Krizzix,Violet,Krixi,Aoi,Omen,Rouie,Elsu,Teeri,Hayate,4,Toro,Chaugnar,Florentino,Aya,R,TAOX
KOG,TFP,1,9/21/2023,4:00:00 PM,RPL2023Winter,Thailand,Yena,WonderWoman,Zata,Valhein,Taara,10:01,Y'bneth,Violet,Liliana,Keera,LuBu,Aoi,Rouie,Florentino,Yue,1,Eland'orr,Yan,Elsu,Iggy,B,PuPu
KOG,TFP,2,9/21/2023,4:00:00 PM,RPL2023Winter,Thailand,Qi,Yan,Rouie,Teeri,Thane,40:51,Chaugnar,Hayate,Aya,Eland'orr,Yena,Valhein,Elsu,TheJoker,Toro,2,Capheny,Yorn,Mganga,Aoi,R,Ormson
KOG,TFP,1,9/21/2023,4:00:00 PM,RPL2023Winter,Thailand,Murad,Zuka,Liliana,TheJoker,TeeMee,20:55,Baldum,Lindis,Iggy,Aoi,Florentino,Rouie,Elsu,Valhein,Ryoma,3,Capheny,Violet,Y'bneth,Aya,R,PuPu
KOG,TFP,1,9/21/2023,4:00:00 PM,RPL2023Winter,Thailand,Skud,Keera,Yue,Violet,Baldum,12:24,Xeniel,Capheny,Tulen,Zill,Qi,Rouie,Valhein,Slimz,Zata,4,Krixi,Iggy,Elsu,Aya,B,PuPu
BHD,BAC,1,9/21/2023,6:00:00 PM,RPL2023Winter,Thailand,Ryoma,Sinestrea,Rouie,TheJoker,Y'bneth,16:08,Xeniel,Teeri,Krixi,Yan,Riktor,Aoi,Mganga,Taara,Zata,1,Keera,Eland'orr,Aya,Elsu,B,1S1K
BHD,BAC,2,9/21/2023,6:00:00 PM,RPL2023Winter,Thailand,Florentino,Taara,Liliana,Violet,Chaugnar,16:38,Kaine,TheJoker,Iggy,Keera,Qi,Elsu,Aya,Eland'orr,Ryoma,2,TeeMee,Xeniel,Mganga,Zata,R,Kimsensei
BHD,BAC,1,9/21/2023,6:00:00 PM,RPL2023Winter,Thailand,Skud,Aoi,Lorion,Teeri,Thane,21:43,Annette,Violet,Liliana,Tachi,TeeMee,Elsu,Aya,Y'bneth,Florentino,3,Keera,Xeniel,Maloch,Yan,R,1S1K
BHD,BAC,1,9/21/2023,6:00:00 PM,RPL2023Winter,Thailand,Yena,Yan,Iggy,Capheny,Mina,18:14,Murad,Valhein,Rouie,WonderWoman,Skud,Elsu,Aya,Y'bneth,Helen,4,Kaine,Xeniel,Zata,Mganga,R,Fakeplayz
PSG,KOG,2,9/22/2023,4:00:00 PM,RPL2023Winter,Thailand,Florentino,Sinestrea,Iggy,Elsu,Thane,17:13,Taara,Slimz,Liliana,Nakroth,Tulen,Aoi,Kaine,Helen,Eland'orr,1,Keera,Kriknak,Aya,Rouie,B,Jakkapat
PSG,KOG,2,9/22/2023,4:00:00 PM,RPL2023Winter,Thailand,Yena,Kriknak,Yue,Violet,TeeMee,12:23,Toro,Valhein,Rouie,Zuka,Skud,Elsu,Aya,WonderWoman,Yan,2,Riktor,Tulen,Zata,Aoi,R,PuPu
PSG,KOG,2,9/22/2023,4:00:00 PM,RPL2023Winter,Thailand,Skud,Yan,Krixi,Slimz,Xeniel,19:04,Thane,Teeri,Iggy,Aoi,Maloch,Elsu,Aya,Florentino,Hayate,3,Zata,Valhein,TheJoker,Rouie,R,PuPu
VCF,BHD,2,9/22/2023,6:00:00 PM,RPL2023Winter,Thailand,Ryoma,Eland'orr,Iggy,Aya,Arthur,22:48,Chaugnar,Capheny,Mganga,Taara,Murad,Helen,Florentino,Kaine,Valhein,1,Qi,Omen,Rouie,Elsu,B,Fakeplayz
VCF,BHD,2,9/22/2023,6:00:00 PM,RPL2023Winter,Thailand,Omen,Tachi,Yue,Slimz,Lumburr,19:57,Skud,Elsu,Liliana,Yan,Mina,Aya,Rouie,Kaine,Y'bneth,2,Keera,Sinestrea,Krizzix,Florentino,R,Acapae
VCF,BHD,2,9/22/2023,6:00:00 PM,RPL2023Winter,Thailand,Murad,Yan,Tulen,Hayate,Xeniel,13:00,Florentino,Teeri,Iggy,Aoi,Qi,Aya,Rouie,Omen,Kaine,3,Violet,TheJoker,Krizzix,Elsu,R,Fakeplayz
eA,TLN,2,9/23/2023,12:00:00 PM,RPL2023Winter,Thailand,Yena,Taara,Iggy,Elsu,Xeniel,11:33,Thane,Slimz,Liliana,Keera,LuBu,Mganga,Kaine,Yan,Skud,1,Omen,Florentino,Aya,Rouie,B,Erez
eA,TLN,2,9/23/2023,12:00:00 PM,RPL2023Winter,Thailand,Florentino,Zuka,Liliana,Violet,TeeMee,20:58,Rouie,Wisp,Zata,Kriknak,Skud,Elsu,Aya,Eland'orr,Teeri,2,Keera,Raz,Aoi,Kaine,R,NTNz
eA,TLN,2,9/23/2023,12:00:00 PM,RPL2023Winter,Thailand,Murad,Eland'orr,Ignis,Superman,Aya,12:51,Helen,Capheny,Mganga,Zuka,Kaine,Iggy,Aoi,Omen,Qi,3,Keera,Yan,Skud,Rouie,R,Erez
TFP,VCF,1,9/23/2023,2:30:00 PM,RPL2023Winter,Thailand,Riktor,Nakroth,Mganga,Celica,Aya,12:06,Helen,Capheny,Ignis,Zuka,Qi,Omen,Aoi,Florentino,Skud,1,TheJoker,Taara,Rouie,Elsu,B,Flukeyo
TFP,VCF,2,9/23/2023,2:30:00 PM,RPL2023Winter,Thailand,Yena,Keera,Krixi,Violet,Krizzix,15:57,Chaugnar,TheJoker,Iggy,Yan,Skud,Aya,Florentino,Kaine,Toro,2,Tulen,Helen,Elsu,Rouie,B,QQ
TFP,VCF,2,9/23/2023,2:30:00 PM,RPL2023Winter,Thailand,Omen,Zill,Illumia,Slimz,TeeMee,22:21,Krizzix,Elsu,Krixi,Keera,Yena,Aya,Valhein,Florentino,Mina,3,Liliana,Zata,Aoi,Helen,R,Deboom
TFP,VCF,1,9/23/2023,2:30:00 PM,RPL2023Winter,Thailand,Ryoma,Paine,Zata,Teeri,Xeniel,14:19,Toro,Hayate,Rouie,Sinestrea,Riktor,Aya,Florentino,WonderWoman,Taara,4,Yan,Aoi,Helen,Elsu,R,Piper
TFP,VCF,2,9/23/2023,2:30:00 PM,RPL2023Winter,Thailand,Skud,Eland'orr,Lorion,Lindis,Y'bneth,19:59,TeeMee,Teeri,Yue,Zill,Ryoma,Aya,Florentino,Kaine,Aoi,5,Tulen,Iggy,Rouie,Elsu,B,QQ
PSG,BRU,2,9/23/2023,6:00:00 PM,RPL2023Winter,Thailand,Florentino,WonderWoman,Rouie,Celica,Thane,13:35,Y'bneth,Teeri,Zata,Paine,Skud,Aoi,Aya,Valhein,Kriknak,1,Chaugnar,Omen,Iggy,Elsu,B,Littleboyz
PSG,BRU,2,9/23/2023,6:00:00 PM,RPL2023Winter,Thailand,Taara,Zuka,Iggy,Slimz,Xeniel,16:54,Thane,Elsu,Yue,Keera,Omen,Rouie,Aya,Kaine,Yan,2,Yena,Roxie,Helen,Mina,R,NuNu
